car;area;mun
 RN-2402501-03DEC2A18BA3412B90C9A76532BB5428;124943;Carnaubais
 RN-2402501-B5DACC18FE4047938E596B56B623D239;20065;Carnaubais
 RN-2402501-3A581119646442E8A25A858130A1CCFA;542664;Carnaubais
 RN-2402501-181BF48A57AE4335B37A2D295D4488E3;70126;Carnaubais
 RN-2402501-E55747D3F0164F30BFDD481AE0485F62;149120;Carnaubais
 RN-2402501-96447369E977475DBB4835E252F7DA47;415009;Carnaubais
 RN-2402501-17017FC8C46145A290F8E99ADA84DB5D;270743;Carnaubais
 RN-2402501-60614291A5FF4461971D5CFBB5F80F7B;1233470;Carnaubais
 RN-2402501-7C010F02B86C4C4EBE37C2226F4A5CE7;694134;Carnaubais
 RN-2402501-CA1DE8C8D69B46609175D6DDF563B388;673581;Carnaubais
 RN-2402501-FECFF5C72F8E4B3286A9076E209848D0;254752;Carnaubais
 RN-2402501-E8F4A8A7F4DD4E939860CEA3D9954678;91726;Carnaubais
 RN-2402501-DF77B2F179684F05B3E0EBA4E18C2120;463381;Carnaubais
 RN-2402501-FFBB5AD2B0A04849835B81678AE0DC36;2024031;Carnaubais
 RN-2402501-9FE1671E4F3B406895408DDB6B866632;145183;Carnaubais
 RN-2402501-0F188FB248B3436FA4D9180D5C20DD2B;542935;Carnaubais
 RN-2402501-0F4657EF40924887B30DB97A1E9E9FA3;137480;Carnaubais
 RN-2402501-C1CD5AD130914154A03D1728CBA350CE;173185;Carnaubais
 RN-2402501-03CD12E8B837464594E904463EC8564D;300250;Carnaubais
 RN-2402501-AE460C55197F4177AC624A09A97EBFCA;1503487;Carnaubais
 RN-2402501-8E4D7991ADF64E63A7098409AC954E71;1287158;Carnaubais
 RN-2402501-A24DF04A7DBD4FC5A3BA304769D5045D;33851;Carnaubais
 RN-2402501-3B10D62F7FD1470997A639C6CDD8C99D;33672;Carnaubais
 RN-2402501-75FA0A8946DE400FBB5C29A8E7A549B9;103715;Carnaubais
 RN-2402501-0186B17A695949DE89D838113AF65777;703413;Carnaubais
 RN-2402501-7BFC31F74593445B9096A2BA514AC36C;652917;Carnaubais
 RN-2402501-27ED7BB8DD92461BB662DB02BE10EA51;283645;Carnaubais
 RN-2402501-029AD6489F284E23B8D29F5AFFBF76F1;17305947;Carnaubais
 RN-2402501-0C2B3DE312DE4B0D865B4703AB7C8807;239907;Carnaubais
 RN-2402501-6E1B4882ABBA49D9901F4AE97684D3AE;1695683;Carnaubais
 RN-2402501-5603B6E19C1F41608990EE051B645A7D;416765;Carnaubais
 RN-2402501-F388C109C91E4AC79BE60CCC3CEC079D;46955;Carnaubais
 RN-2402501-55A26A2AF6734823BF5EAFF75DE6DF85;9579579;Carnaubais
 RN-2402501-27D76A337674453F8A41648E0A9F8B6C;37460;Carnaubais
 RN-2402501-9A2E244B8A3945D3A6ED35362E5DE335;352112;Carnaubais
 RN-2402501-BA8505F288124BC6A9C60D3ECFFCD97E;66338;Carnaubais
 RN-2402501-60B4254D83614B2392BFD32837D42AEA;68706;Carnaubais
 RN-2402501-168D168DEBF94A5F86B56BFE5B7CF644;108039;Carnaubais
 RN-2402501-A71F07CD269E41FA893C2C8C4AE96C9C;382151;Carnaubais
 RN-2402501-7F42153B7BC64BE4B36DD34990F0AC8B;93492;Carnaubais
 RN-2402501-3819937E592C41D18FF99642DE5F5CBD;630123;Carnaubais
 RN-2402501-56F5B20949B6420291E0F34C32B24D0B;484844;Carnaubais
 RN-2402501-73F62359770343A6A6F144F548D7C61F;293341;Carnaubais
 RN-2402501-B25CC1D079FA4C3BABC6FAE092C278F8;496725;Carnaubais
 RN-2402501-8C55401ACD3F4EAAB415BCDD1C5096C8;381474;Carnaubais
 RN-2402501-763219A2D93D44F8BAB48A2011EBF3DE;6484295;Carnaubais
 RN-2402501-3C629BCCB17148E09638EDA1484A97C5;1162730;Carnaubais
 RN-2402501-D6F48DDDF44F40E1A088C6CB56565654;52442;Carnaubais
 RN-2402501-C599E6ADB3194E5E922BDBA62B43ED39;1707066;Carnaubais
 RN-2402501-D3EBA025911E42D988AA2E2CC7FF32E0;139765;Carnaubais
 RN-2402501-565DC1E18EC7413A983336F94F8C545E;1314781;Carnaubais
 RN-2402501-308D51597CAE43759C3C965FAEE6E9B0;2469681;Carnaubais
 RN-2402501-ACBE925B9123428A8DA9565451201465;102550;Carnaubais
 RN-2402501-BC7ACBD6411145B799C9E7BE6777E11A;183567;Carnaubais
 RN-2402501-EB075CBDFFCB425CB6FCEFB3EF9A89DD;247781;Carnaubais
 RN-2402501-62F6D7CBD7DB459FBB7B64129433FB20;972132;Carnaubais
