car;area;mun
 RN-2404705-477AAF5C6C774882B4791FFCF15165D4;519968;Ipanguaçu
 RN-2404705-B71E8962DB2B480A886629D046261373;1035236;Ipanguaçu
 RN-2404705-E4928936E9684A0EAC955361F0545F5F;1643342;Ipanguaçu
 RN-2404705-4DDA1D3CB3A545C4943EED0535E9809D;242938;Ipanguaçu
 RN-2404705-49FAEE8FF68349EFA1B5552B2AEE2669;139189;Ipanguaçu
 RN-2404705-6E010E3EA9C442ABB51C4EF347B491B2;218582;Ipanguaçu
 RN-2404705-14906ADE5D054D719B42BBF11B5B6839;113389;Ipanguaçu
 RN-2404705-3664941CA07A4589B67D42761B3773A3;80255;Ipanguaçu
 RN-2404705-7FF393E0DBF64827AD0A9A6F5596762B;50360;Ipanguaçu
 RN-2404705-2A0138AF78984E80BA8F8032B2AD64F3;41872;Ipanguaçu
 RN-2404705-CD4402876941413D95A8DAEB39F298B0;414168;Ipanguaçu
 RN-2404705-52E94EBD29F1432992DD13EC18B3BA20;186865;Ipanguaçu
 RN-2404705-E49B68D3DCEF440497119CC3EFD068C6;165551;Ipanguaçu
 RN-2404705-D5A5FA5F76614BC2AB3C50093DA21E12;56751;Ipanguaçu
 RN-2404705-DDD7D4CC6ABF4CB4BBE43F6FEBCA1948;116278;Ipanguaçu
 RN-2404705-4D767B484F4F4B11A396B0BBB4B53B5F;61446;Ipanguaçu
 RN-2404705-53F683A461D5463C901E885E364FA262;106879;Ipanguaçu
 RN-2404705-FD419C1F0F99439F8D1759E402CF46C9;62602;Ipanguaçu
 RN-2404705-D8446923F7CC47068B270EB8B9F5A080;65112;Ipanguaçu
 RN-2404705-3DB63C80D9A84E89A56AFE1B4512E372;31346;Ipanguaçu
 RN-2404705-CD15675192B0471DB3F2340AE4540800;107195;Ipanguaçu
 RN-2404705-A6EE0191734F4B42BAD251A10926BDE8;263707;Ipanguaçu
 RN-2404705-9BF29F748ABC49E48034BC84F1AD983D;777709;Ipanguaçu
 RN-2404705-9D06944606AF4F04B7AC4D82A76584F5;316980;Ipanguaçu
 RN-2404705-C3A492C5D6924CC1A0884DEA6978D7AC;75035;Ipanguaçu
 RN-2404705-69F419284D0F4507BE5F4FE510D6E80B;88500;Ipanguaçu
 RN-2404705-25FD562FD3274C959727D09CFD520397;549132;Ipanguaçu
 RN-2404705-39307AC7BDCD45E5A2847E90DB831D23;493907;Ipanguaçu
 RN-2404705-FD0EF5254ACF45D28E8B9F4E036B701C;182302;Ipanguaçu
 RN-2404705-6FA1FC6E3F8440A0A598D1135275152D;6551736;Ipanguaçu
 RN-2404705-8BBB3CAE955E4A3CAEC2D878E2924EC0;3990059;Ipanguaçu
 RN-2404705-8B49B4CA205747D7A5A3A9C3189898C7;71444;Ipanguaçu
 RN-2404705-643F76FA8954447FAB4BBE06D774CDAA;350943;Ipanguaçu
 RN-2404705-E91A0AFB592E4C41B60387F3EAC10CBD;588090;Ipanguaçu
 RN-2404705-A377A4389F4746528432D9E49381B2E3;62538;Ipanguaçu
 RN-2404705-FDE06422DCC74D3E9EC7639EB7DC2C74;530596;Ipanguaçu
 RN-2404705-011BDF7CFEDF44D08D1E106ABC68C3DE;648517;Ipanguaçu
 RN-2404705-83AD1A754F0D43B7BC538CF517ED16E4;197247;Ipanguaçu
 RN-2404705-84DD42502F7E45FD8E28AA499EEAAD0D;370739;Ipanguaçu
 RN-2404705-2C239C977FD94A74AAF5CC0F23B071DD;446649;Ipanguaçu
 RN-2404705-47765FE7DE80436C94EAB8B43F1DFF2C;289885;Ipanguaçu
 RN-2404705-C45DB4C44B324C2081F978EAFFF17A1F;34942;Ipanguaçu
 RN-2404705-EC1B55D57FD44C8DBF6C83D33D4BFD1B;281764;Ipanguaçu
 RN-2404705-08E85D23F7004C5594369431AEB7BFA9;161047;Ipanguaçu
 RN-2404705-4B40D5329C9C40D2B9D9654A3A5BEACB;164570;Ipanguaçu
 RN-2404705-EAC46D190122499188FB4035D775E986;1000185;Ipanguaçu
 RN-2404705-A877D81F4F6E46AF89608BD32FD9DC9A;82552;Ipanguaçu
 RN-2404705-1537F7E72FFF4B3CB6669046C334D52C;414407;Ipanguaçu
 RN-2404705-88DDD1CBBCDB44FDA0E81389B04A174F;232495;Ipanguaçu
 RN-2404705-F08724C18AB34F02983A29BDEC133A47;88024;Ipanguaçu
 RN-2404705-66FD223F9B7240A29A159BF75172405B;546645;Ipanguaçu
 RN-2404705-5078B5B217D448BF8ADBCC0D47376F50;607711;Ipanguaçu
 RN-2404705-59C3AD275E804A3E9ACD36548DEB89A8;526920;Ipanguaçu
 RN-2404705-7C19D31706774F8FBD7B3EA4DA09979C;152566;Ipanguaçu
 RN-2404705-EDD807A8741841FBA9ACF9433DF0345E;522225;Ipanguaçu
 RN-2404705-ACC513B20EB64865BA1B5D5424794DC5;693370;Ipanguaçu
 RN-2404705-81B7006C67554DCD8187F467CAD604E0;414085;Ipanguaçu
 RN-2404705-0DE8F1FA6D764AA9B525F5C81C7208A6;319295;Ipanguaçu
 RN-2404705-706104C9353E440AA7AC970DBB0FBC15;251897;Ipanguaçu
 RN-2404705-E6660C2672D149B48FFC8326AAE9D7F0;66898;Ipanguaçu
 RN-2404705-486E1C6F72CA487F9694B70C2C21E6B6;215522;Ipanguaçu
 RN-2404705-35F35690990A4270B178E23596FBB481;156421230;Ipanguaçu
 RN-2404705-2D4BFC61833D4668B16B650122B22890;189045;Ipanguaçu
 RN-2404705-E4A1697B9B2247D39EFC52B2F66C3229;123865;Ipanguaçu
 RN-2404705-4AF8192C615A485CB0D383CD2A128A0C;144018;Ipanguaçu
 RN-2404705-5C178A164FF641438BECF623ED98DD88;87357;Ipanguaçu
 RN-2404705-77871AA80BBA40388E39022642601D6D;216790;Ipanguaçu
 RN-2404705-DFB93997E85A406CADC8C99A8D5BC899;130280;Ipanguaçu
 RN-2404705-8CC683ADCC804B1D9D1B7802CEC9C7D8;151828;Ipanguaçu
 RN-2404705-8B10507FC0FF4ACCA6C5F68ED1EFE9A0;122355;Ipanguaçu
 RN-2404705-1D0E61B1DBF84978A027AF49234FC81F;478443;Ipanguaçu
 RN-2404705-213E024EE628460D9BB061C086FB701D;291025;Ipanguaçu
 RN-2404705-89E3C130BA4D43BE9DF3E434AB598745;182196;Ipanguaçu
