car;area;mun
RN-2400703-FB36863ABEF34F1E8D8499CC5F84C415;199288;Alto do Rodrigues
RN-2400703-51A934732F4845E3B68E3B15A6482EE3;83678;Alto do Rodrigues
RN-2400703-69335199AA794CACB5F5EBA599AA94F1;81676;Alto do Rodrigues
RN-2400703-82F5E51C1B2B482F806EBCA415B9370A;81689;Alto do Rodrigues
RN-2400703-530E54A1AEBB4D49938FFEDF28FCC08A;160206;Alto do Rodrigues
RN-2400703-EB935E4A8D424F30ACDF7CAECEA3A0F5;132632;Alto do Rodrigues
RN-2400703-DE14BB51F95C4EAB947CFFE2B22EC935;71822;Alto do Rodrigues
RN-2400703-228152182DAB42CAAB6DE3B729FDEC83;822247;Alto do Rodrigues
RN-2400703-CF00706FB6B640E7995FBF519D8179A3;52407;Alto do Rodrigues
RN-2400703-3B6C2175D80D41F38C249DFFF91DE517;52183;Alto do Rodrigues
RN-2400703-7B0A06F7EAE947728A2B7E861E3CA7DF;52496;Alto do Rodrigues
RN-2400703-8B2920DDDCC442219FDB97F2781BD786;25526;Alto do Rodrigues
RN-2400703-C8AA7167D0B740C6BDD460F8453EA777;1001246;Alto do Rodrigues
RN-2400703-D3DD5A3EBA7C41C987D88E641341A187;25135;Alto do Rodrigues
RN-2400703-2185D948DD6243CA9E8444B1A8BCD691;1514747;Alto do Rodrigues
RN-2400703-9DD5C65AA2F64257BEFE686D3388BDD7;81635;Alto do Rodrigues
RN-2400703-20B86A559211440883C795EC85409DB5;81603;Alto do Rodrigues
RN-2400703-5382BF996D594C33B9E64E44E4B150D6;89111;Alto do Rodrigues
RN-2400703-FF5B109072504E2AA4CBBCA2EFD73470;21353;Alto do Rodrigues
RN-2400703-A474B7A9E9D3451685BF1C5F8E6B907B;38178;Alto do Rodrigues
RN-2400703-966C951AC86F475B87BC38EC997D561F;225989;Alto do Rodrigues
RN-2400703-83D27DCC753D4ADBAB93142833F96EDE;81677;Alto do Rodrigues
